text,Date,Open,High,Low,Close,Volume,SMA_5,SMA_30,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_upper,BB_lower,BB_width,BB_pct,Stoch_%K,Stoch_%D,ATR_14,OBV,ROC_10,Close_lag1,Close_lag5,Volume_lag1,Return_1d,Volatility_5d,Volatility_21d,Volatility_63d,MA_ratio_3,Return_7d,MA_ratio_7,Return_14d,MA_ratio_14,MA_ratio_21,RSI_9,RSI_50,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,MonthEnd,Weekly_Return,Weekly_Return,Future_Close,Weekly_Return,Weekly_Return,label
"MSFT decreased $-1.21 on January 01, 1970. Day range: $-1.21 to $-1.21. RSI indicates the stock may be oversold. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000073,-1.2137690513400776,-1.2074989242570178,-1.2105587156014566,-1.2058030098690888,1.3388740859699586,-1.2103944520169216,-1.2067733225351291,-1.2107206848789869,-1.2071393736325866,-0.35915386489650525,-0.44138154962734866,0.15197633312008857,0.805565745169716,-1.2157384891917022,-1.2027449301119482,-0.5426712559465579,1.092480570007383,1.025019314177374,0.7184341407270656,-1.1438111697733302,-1.33038026997655,0.4786610629694284,-1.2142108766064834,-1.2106848229480147,1.0560944404644121,-0.4371210240249216,0.2803908856427914,-0.1870450522348421,0.31366119261481445,1.2603496804549856,0.6945166523789497,0.8976251611192966,0.6155057857684123,0.8947598440649779,0.552468633928774,0.8144385745691034,-0.44061780928130256,0.0,0.0,0.0,0.0,0.0,0.0,3.432057288863248,3.432057288863248,41.453426361083984,3.432057288863248,3.432057288863248,1
"MSFT remained stable $-1.21 on January 01, 1970. Day range: $-1.20 to $-1.21. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000074,-1.2048272354647753,-1.2076384864524008,-1.2045167441172466,-1.2077039476874947,-0.20243877891285164,-1.2089984647758711,-1.2068231047157314,-1.209901054074568,-1.2067622109721834,-0.3423634711933969,-0.4262344116490882,0.1602739432563171,0.8315821538852662,-1.2160617775734273,-1.2025523761159744,-0.578120536804605,0.833822864863736,0.716917304132103,0.6607061069101535,-1.141033026308727,-1.3525250743196584,0.34440126855139735,-1.2051236101790954,-1.2114614646736956,1.338317713279313,0.41243059774616914,0.3306745485536945,-0.22047983517336342,0.3143791976905093,0.40635245769121847,0.36887911537437995,0.42510712905352743,0.6365722127960064,0.5488198880293034,0.375270900633936,0.631726413166379,-0.5318385064585782,0.0,0.0,0.0,0.0,0.0,0.0,4.446055933561045,4.446055933561045,42.428680419921875,4.446055933561045,4.446055933561045,1
"MSFT remained stable $-1.21 on January 01, 1970. Day range: $-1.20 to $-1.21. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000075,-1.207150734132992,-1.207778116562122,-1.2043746034975362,-1.2052397644238528,-0.2754523424013059,-1.2079691074974614,-1.2065955228958454,-1.2088268085166272,-1.2062287767763116,-0.32182780325407534,-0.4096884152656306,0.17597969608782826,0.937892793593843,-1.215911190369705,-1.2026513588252936,-0.5609785983120988,1.2093946825915498,1.1163095458440038,1.0407447047663891,-1.1382548835462503,-1.3311885521853692,0.5943291221463552,-1.2070255773494796,-1.2071541850077756,-0.2030176884739339,0.4084973002815075,0.2641070624869108,-0.20478757406998277,0.31426226467826773,0.19274631524365146,0.562919493683992,0.6255689778055136,0.7729777604034049,0.7013667652678393,0.611058469397728,0.7633900553138965,-0.38660944513379275,0.0,0.0,0.0,0.0,0.0,0.0,4.092485188294999,4.092485188294999,42.3423957824707,4.092485188294999,4.092485188294999,1
"MSFT remained stable $-1.20 on January 01, 1970. Day range: $-1.20 to $-1.20. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000076,-1.2056018446798313,-1.204427801745051,-1.2025976469216026,-1.2027756745158096,1.3582367139703724,-1.2063052309611302,-1.2062731201201051,-1.2075371341289758,-1.2055506536930436,-0.29859211096845106,-0.3914411022519799,0.19508131379457946,1.430202214990077,-1.2139677253858236,-1.2033938402896336,-0.3763119465324131,1.2786075273681965,1.0477382138928666,1.0490148988333885,-1.1341947042196427,-1.2917665985789304,0.7494529438571786,-1.204560059738184,-1.2078602938702845,-0.2760323195569421,6.05531468028462,0.2377204506481369,-0.190885565964975,0.2676150184566343,0.5941056490919814,0.8544546342581977,0.746787142404973,1.159063774316476,0.8053735600250181,0.8362371790205881,0.8078664281167315,-0.347547365287538,0.0,0.0,0.0,0.0,0.0,0.0,3.5217112638565893,3.5217112638565893,41.97990036010742,3.5217112638565893,3.5217112638565893,1
"MSFT fell sharply $-1.17 on January 01, 1970. Day range: $-1.18 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000077,-1.1860987446581328,-1.1728081861529487,-1.1823391476647278,-1.1708818545015114,7.865571521089541,-1.1974921698724632,-1.2046492241524553,-1.2015183344162916,-1.202538546029325,-0.18441350913139581,-0.35222191955201204,0.43054403145364867,1.958245956777545,-1.2012114303698738,-1.2124966319210324,1.107400280738788,2.624847094439519,1.1893547372548445,1.2209928249376043,-1.0658117885542941,-1.1803064824705856,3.0432632484547484,-1.2020946355330389,-1.2116733441462957,1.357680624397482,0.12736199195038017,2.968145863441237,1.2601813475232648,0.960659604915361,5.780895550874095,3.2706453542505716,4.965994857485579,2.6373692769772155,4.119295590489742,3.7040794615733312,1.5987229416513835,0.9808008687125322,0.0,0.0,0.0,0.0,0.0,0.0,0.328085382248939,0.328085382248939,41.99714660644531,0.328085382248939,0.328085382248939,1
"MSFT remained stable $-1.17 on January 01, 1970. Day range: $-1.17 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000078,-1.1750446482451289,-1.1728779094681734,-1.1711792148104045,-1.1697553013739732,2.353182047206879,-1.190272502570196,-1.2030727402344377,-1.1962514534955837,-1.199665342205715,-0.09342593117194802,-0.3012261247696923,0.562766533653171,1.9868470120539663,-1.1925241613095958,-1.2168159989165717,1.9719127562932275,1.8731061381705203,1.2677918627056228,1.276135819266242,-1.0591871925979004,-1.1298701834031153,3.1043751517848754,-1.1701835451133564,-1.2025645242153151,7.865110580895325,1.3098989658693887,3.1092106362299385,1.2389752265531302,0.960053308830118,2.8278053929601135,3.4405629304784053,4.112557262680804,2.722657578586366,3.8268562423518264,3.5620355810794204,1.6717464540861349,0.8597191969366623,0.0,0.0,0.0,0.0,0.0,0.0,-0.038134691111057294,-0.038134691111057294,41.63466262817383,-0.038134691111057294,-0.038134691111057294,1
"MSFT decreased $-1.16 on January 01, 1970. Day range: $-1.17 to $-1.17. RSI indicates the stock may be oversold. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000079,-1.171172379834117,-1.165339659776961,-1.167767443187215,-1.161799630611943,2.4671893239082823,-1.1810787448846503,-1.2012710498665202,-1.1905657253877122,-1.1964102437722761,-0.0009711411656358348,-0.24049265253285895,0.6720967951616695,2.1467799513719887,-1.18346633568772,-1.2206949713886364,2.813739183081676,1.6940441890780287,1.3000927040304777,1.3679985693664818,-1.0408093893492063,-1.078171789335334,3.779018582539618,-1.1690563819607667,-1.2044710025394734,2.352640505591498,-0.18762012918050988,2.8063550132823543,1.2431889639710594,0.4453036373806845,1.308906491295411,4.539723150842207,4.068493377146418,3.309905045087894,4.234742182755009,4.022074220221249,1.705833024343602,0.939405677746733,0.0,0.0,0.0,0.0,0.0,0.0,-1.1281213816896374,-1.1281213816896374,41.08229064941406,-1.1281213816896374,-1.1281213816896374,0
"MSFT remained stable $-1.16 on January 01, 1970. Day range: $-1.16 to $-1.16. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000080,-1.164553852527862,-1.1646414680027977,-1.1620807183059163,-1.1625035007072908,1.4732052013548778,-1.1725194877596836,-1.1995262520721157,-1.1858634713214375,-1.1934488814047408,0.06536462478063264,-0.17760131233210616,0.6963243658424768,2.0836036514247906,-1.176483865505428,-1.2221371982276477,3.3414673915292807,1.3217809685700945,1.2149483046884944,1.3773152075925303,-1.0314067350282443,-1.118866478834775,3.3451076498828183,-1.1610964032275024,-1.2019996371253079,2.4666494492920434,-0.5700485475890583,2.9563729723881704,1.2478811759362782,0.35269181337320565,0.444974298882046,3.5478275683803613,2.9436952254258135,3.2300655564205583,3.675400440473824,3.6611707372114046,1.7058470547398108,0.8974909297208284,0.0,0.0,0.0,0.0,0.0,0.0,-1.880821437749792,-1.880821437749792,39.94303512573242,-1.880821437749792,-1.880821437749792,0
"MSFT remained stable $-1.17 on January 01, 1970. Day range: $-1.16 to $-1.16. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000081,-1.1646946940947078,-1.1630360883602642,-1.1613699320156683,-1.1654605704133136,2.774369189171398,-1.165045985331478,-1.1980706710286564,-1.1823415028105033,-1.1909279343469696,0.10365971820517356,-0.11903033365420988,0.6478172903810462,1.8249153888046563,-1.1713577168275178,-1.221890508642032,3.629703404288174,0.9996610272874582,0.947915803333466,1.2608730769645782,-1.0228588807997099,-1.1739654468252212,3.1839007879554253,-1.1618006544663408,-1.199528365338837,1.472650792835824,-0.04440389700627234,3.196027850582833,1.253280129130982,0.341476785288947,-0.6228538287753708,3.4793985354883197,1.5489557910214113,2.90364094901327,2.9209701141687896,3.100456020887489,1.7702230747244034,0.761697021056172,0.0,0.0,0.0,0.0,0.0,0.0,-1.374222628583208,-1.374222628583208,40.30553436279297,-1.374222628583208,-1.374222628583208,0
"MSFT remained stable $-1.17 on January 01, 1970. Day range: $-1.16 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000082,-1.1655397082543135,-1.1676430300274898,-1.162791677992479,-1.1653198835261362,0.7913377221330027,-1.1639320288093176,-1.1965605685904577,-1.1793396397425842,-1.1885832070891338,0.12892701708967688,-0.0667249416741867,0.5774701018052821,1.8229155671037705,-1.1672459325262612,-1.220190529566298,3.751181056024842,0.8534780149206562,0.9562150004898489,1.1356938042352869,-1.0269191444718553,-1.1408192363465939,3.5293918281923315,-1.164759325416509,-1.1675415870533365,2.773833806098039,-0.5741559221380305,-0.23761138769692494,1.2554554262346425,0.2216182970434918,-0.30451284028996994,3.248138749415614,0.7063020463382387,2.8912947021357867,2.5226957649408717,2.837660974473199,1.6882415828081037,0.7770097529063965,0.0,0.0,0.0,0.0,0.0,0.0,-0.7346887233445298,-0.7346887233445298,41.21176528930664,-0.7346887233445298,-0.7346887233445298,0
"MSFT remained stable $-1.17 on January 01, 1970. Day range: $-1.16 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000083,-1.1670182506571614,-1.1677128023269252,-1.164355446764373,-1.1682768598765605,0.41471230743710874,-1.163635925223742,-1.195289899674799,-1.1772564491916047,-1.1866332114874911,0.13432188597412173,-0.023717285245513933,0.47307931005700643,1.6579283032744592,-1.1639221213625972,-1.2188729140983166,3.8516644886404476,0.6304010277539923,0.7817813328519372,0.9780112154935504,-1.02585068434742,-1.1697960896874067,2.524482427861423,-1.1646185623478151,-1.1664117504548595,0.7907733434389217,-0.8457678759662048,-0.12480108872256043,1.2462276360466435,0.20571278674597093,-0.5587204801788138,2.7545121208104777,-0.4431721584794056,2.7557270696186213,1.8161221464885569,2.294649602896838,1.5960826993400286,0.5453208628992267,0.0,0.0,0.0,0.0,0.0,0.0,-0.7145851802767491,-0.7145851802767491,40.883785247802734,-0.7145851802767491,-0.7145851802767491,0
"MSFT remained stable $-1.17 on January 01, 1970. Day range: $-1.17 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Significant downward pressure expected.",1970-01-01 00:00:00.000000084,-1.170890695546049,-1.172668630007237,-1.170539588626659,-1.1727828545569827,1.67041487478562,-1.1658356551400064,-1.1941662155524029,-1.1761899174186916,-1.185164504705044,0.11939638095874938,0.007470322481264613,0.340369121035261,1.2597150600499372,-1.1617960011518278,-1.216696676450259,3.8223117419610184,0.38766803347930295,0.5159702186202532,0.8207732393284565,-1.0232863705608586,-1.2126739498585044,2.3480159050703757,-1.1675771398918329,-1.1584328919592821,0.4141424217766178,-1.6931823079964763,-0.8947238239021714,1.2326857101986861,0.22194062004315562,-1.0717683705971477,-0.3570330066298841,-1.0544701954299325,2.139235339630396,1.027965836151588,1.681865767511143,1.1959618802295098,0.25816903679509506,0.0,0.0,0.0,0.0,0.0,0.0,-0.3286883786028665,-0.3286883786028665,40.866512298583984,-0.3286883786028665,-0.3286883786028665,0
"MSFT increased $-1.18 on January 01, 1970. Day range: $-1.18 to $-1.18. RSI indicates the stock may be oversold. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000085,-1.1726508830024487,-1.175390825523754,-1.1797091598658787,-1.182076373284847,1.82911460340855,-1.1697557275678774,-1.1933649363013534,-1.1767232990766343,-1.1844993260883185,0.07422722711965107,0.02268018827117609,0.1609782229044875,0.7402900700362134,-1.16117391936156,-1.2137634785294698,3.6551234171343445,-0.003046512121175263,-0.03225958265306816,0.4609461026597937,-0.9970018508092672,-1.2573086639764803,1.4581141337764814,-1.1720855745545076,-1.159138813566402,1.6698633498400184,0.4632372908547159,-0.4171827773026433,1.3734077953856834,0.284751054584819,-2.018638606211976,-1.1642875376285848,-2.151901643469299,1.585147090296115,-0.1909807390080696,0.683971231063208,0.5342611527252247,-0.13734129341631032,0.0,0.0,0.0,0.0,0.0,0.0,0.7105041115687061,0.7105041115687061,41.10818099975586,0.7105041115687061,0.7105041115687061,1
"MSFT remained stable $-1.18 on January 01, 1970. Day range: $-1.18 to $-1.18. RSI indicates the stock may be oversold. Trading volume was significantly lower than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000086,-1.1818038441959973,-1.1801371879861329,-1.1787139621104465,-1.1791192724602912,0.33260184604377385,-1.172491304631627,-1.1921227110529429,-1.1767177553573778,-1.1836623625010703,0.042963821600162176,0.028106478856855934,0.051132642111410234,1.024626365422938,-1.1605486033821404,-1.2105657532181138,3.4718755556164442,0.049684531134837256,0.06414590298853758,0.19971055214246017,-0.9984979026760836,-1.2292407982529157,1.480425869277454,-1.181384125694162,-1.1621045019981708,1.8285653989491415,1.24882275470229,-0.05266225608888831,1.3659507774862483,0.2769541473239207,-0.3729407564518121,-1.5209081663326918,-1.3729093218245272,2.0559724522233824,-0.14881201075803435,0.785569606381868,-0.9829221193076568,-0.005912879771342608,0.0,0.0,0.0,0.0,0.0,0.0,1.1356976413721704,1.1356976413721704,42.048927307128906,1.1356976413721704,1.1356976413721704,1
"MSFT decreased $-1.17 on January 01, 1970. Day range: $-1.17 to $-1.17. RSI indicates the stock may be oversold. Trading volume was significantly higher than previous day. Outlook: Strong bullish trend expected in the next week.",1970-01-01 00:00:00.000000087,-1.1727916106475929,-1.173924935968453,-1.169046772927628,-1.1717266604322998,0.5166313985878167,-1.1737744596412891,-1.1905723017190062,-1.1755709195014281,-1.1823347630331225,0.0363790858204029,0.031027587057099532,0.023005581361489946,0.9860386818460976,-1.159339364972289,-1.2074085565858534,3.3269025931863645,0.26354738156611357,0.43298222459492325,0.1695010426849033,-1.0042676619453756,-1.1991356697782753,-0.3093794377253149,-1.1784254236086102,-1.161963405062595,0.3320307597751053,-0.5347408425143775,0.5137392113750495,1.394443761183714,0.3060527800871476,1.411360526696528,-0.9091318773087048,-0.0999323123130844,1.8767588047413646,0.37084501629067684,1.252665880349985,-0.4627373922325247,0.21775852878981117,0.0,0.0,0.0,0.0,0.0,0.0,0.17760300287739256,0.17760300287739256,41.68645095825195,0.17760300287739256,0.17760300287739256,1
